impound_no,Animal_ID,Data_Source,Record_Type,Link,Current_Location,Animal_Name,animal_type,Age,Animal_Gender,Animal_Breed,Animal_Color,Date,Date_Type,Obfuscated_Address,City,State,Zip,jurisdiction,obfuscated_latitude,obfuscated_longitude,Image,image_alt_text,Memo,Temperament
K25-176502,A724444,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2909711,LOST,Tina,Dog,Over 1 year<p/>,Female,Chihuahua - Smooth Coated,Unknown,"Feb 21, 2025",Date Lost,37300 block of  28th Ave S,King County,,98003,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2909711,Image Copyright HLP Inc. 2025,"Description: She is 17 lbs.. tan and white with a old style letter r on her left side. Green x on her tummy , long tail, tiny feet , nails clipped. Her name is Tina. Her vet is Banfield's in federal way chip is listed With them and Home Again at <p/>Age: Over 1 year<p/>Location Lost: 37301 28th AVE S Unit 5, Federal Way WA  98003<p/>Lost Date: 2025-02-21<p/>",
K25-176658,A721638,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A721638,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Roy,Rabbit Sh,1 YEAR 2 MONTHS,Neutered Male,Rabbit Sh,Tan / White,"Feb 26, 2025",Received on,,,,,,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A721638,Image Copyright HLP Inc. 2025,"Received on: 2025-02-26<p/> Description: Tan / White<p/>  Neutered Male Rabbit Sh Rabbit Sh<p/> Age: 1 YEAR 2 MONTHS<p/> Adoption Fee: $30.00<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>Hi there! My name is Roy and I'm a rabbit who is looking for a forever home. <p/><p/>I was abandoned at RASKC on December 21, 2024. <p/><p/>I came in with Rory (A721637), we are a bonded pair and should be adopted together.  <p/><p/>I am looking for someone who can provide me with plenty of love and attention. <p/><p/>When it comes to feeding me, I will need the proper balance of pellets, timothy hay, fresh vegetables and access to a fresh water! <p/><p/>For housing, I will need appropriate room to roam, with separate spaces for a hidey house, litter box, play area and food and water. I am not meant to live in a cage all the time, so be sure you can provide me with time outside my enclosure at least once a day to stretch my legs, explore and exercise. Just be sure to bunny proof the space! Cleaning my cage and grooming are important for me too! <p/><p/>I am adaptable and love to go with the flow!<p/>",
K25-176318,A724102,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2906966,In Public Home,,Dog,Over 1 year<p/>,Female,German Shepherd,Black,"Feb 13, 2025",Date Found,HWY,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2906966,Image Copyright HLP Inc. 2025,"<p/>Age: Over 1 year<p/>Found Near: Hwy 169 , Black Diamond WA  98010<p/>Found Date: 2025-02-13<p/>",
K25-176699,A724795,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A724795,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Callie,Cat,NO AGE,Female,Domestic Shorthair,Tortie,"Mar 01, 2025",Received on,4300 block of  PRESTON FALL CITY RD SE,FALL CITY,WA,98024,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A724795,Image Copyright HLP Inc. 2025,"Received on: 2025-03-01<p/> Found Near: 4300 block of  PRESTON FALL CITY RD SE<p/> Description: Tortie Female Domestic Shorthair Cat<p/> Age: NO AGE<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K25-176756,A724972,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A724972,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,Cat,1 YEAR 6 MONTHS,Male,Domestic Mediumhair,Brn Tabby / White,"Mar 04, 2025",Received on,2200 block of  W MEEKER ST,KENT,WA,98032,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A724972,Image Copyright HLP Inc. 2025,"Received on: 2025-03-04<p/> Found Near: 2200 block of  W MEEKER ST<p/> Description: Brn Tabby / White Male Domestic Mediumhair Cat<p/> Age: 1 YEAR 6 MONTHS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K25-176693,A724787,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2912354,LOST,Kitty,Cat,Under 1 year<p/>,Female,Domestic Mediumhair,Unknown,"Feb 26, 2025",Date Lost,SE  Covington-Sawyer Rd & 216th Ave SE,King County,,98042,BLACK DIAMOND,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2912354,Image Copyright HLP Inc. 2025,"Description: Tabby white & gray. very sweet<p/>Age: Under 1 year<p/>Location Lost: SE covington-sawyer rd and 216th ave SE , Kent WA  98042<p/>Lost Date: 2025-02-26<p/>",
K25-176320,A724104,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2907072,In Public Home,,Rabbit,Unknown<p/>,Unknown,,Unknown,"Feb 09, 2025",Date Found,300 block of  S St SE,Auburn,,98002,AUBURN,47.30568,-122.206719,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2907072,Image Copyright HLP Inc. 2025,"Description: 3 domestic rabbits. One golden and two black. Sticking together at the lawn at the arbor heights skate park<p/>Age: Unknown<p/>Found Near: 116th Ave SE & SE 240th St, Kent WA  98031<p/>Found Date: 2025-02-09<p/>",
K25-175887,A723251,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2900810,LOST,Cola,Dog,Unknown<p/>,Female,Pomeranian,Black,"Jan 27, 2025",Date Lost,9800 block of  S 242ND PL,Kent,,98030,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2900810,Image Copyright HLP Inc. 2025,"<p/>Age: Unknown<p/>Location Lost: 9806 s 242nd pl, Kent WA  98030<p/>Lost Date: 2025-01-27<p/>",
K25-175979,A723421,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2901990,LOST,Princess,Dog,Over 1 year<p/>,Female,Pit Bull,Unknown,"Jan 29, 2025",Date Lost,4600 block of  SW STEVENS ST,Seattle,,98116,SEATTLE,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2901990,Image Copyright HLP Inc. 2025,"<p/>Age: Over 1 year<p/>Location Lost: 4617 SW Stevens St, Seattle WA  98116<p/>Lost Date: 2025-01-29<p/>",
K25-176322,A724118,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2907177,LOST,Millie,Dog,Over 1 year<p/>,Female,Yorkshire Terrier,Unknown,"Feb 13, 2025",Date Lost,98146 98146,,,98146,SEATTLE,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2907177,Image Copyright HLP Inc. 2025,"<p/>Age: Over 1 year<p/>Location Lost: SE 258th and 260th ST Kent, WA, Kent WA  98030<p/>Lost Date: 2025-02-13<p/>",
K25-176101,A723766,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2904115,In Public Home,,Dog,Over 1 year<p/>,Male,Miniature Schnauzer,Unknown,"Feb 01, 2025",Date Found,I  90 Ramp & Snoqualmie Pkwy,King County,,98065,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2904115,Image Copyright HLP Inc. 2025,"Description: Elderly fixed male blue mine schnauzer. Found along I90 westbound with no collar on and is not leash trained.<p/>Age: Over 1 year<p/>Found Near: I90 Westbound at Snoqualmie Pass, Snoqualmie Pass WA  98068<p/>Found Date: 2025-02-01<p/>",
K25-176618,A724646,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A724646,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Walter,Dog,6 YEARS,Neutered Male,Bulldog,White / Tan,"Feb 26, 2025",Received on,"4000 block of  164TH CT SE, BELLEVUE WA 98006",BELLEVUE 98006,,5639,BELLEVUE,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A724646,Image Copyright HLP Inc. 2025,"Received on: 2025-02-26<p/> Found Near: 4000 block of  164TH CT SE, BELLEVUE WA 98006 <p/> Description: White / Tan Neutered Male Bulldog Dog<p/> Age: 6 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K25-176684,A724774,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A724774,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Dave,Cat,4 YEARS,Male,Domestic Longhair,Brn Tabby,"Feb 28, 2025",Received on,18600 block of  132ND PL SE,RENTON,WA,98058,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A724774,Image Copyright HLP Inc. 2025,"Received on: 2025-02-28<p/> Found Near: 18600 block of  132ND PL SE<p/> Description: Brn Tabby Male Domestic Longhair Cat<p/> Age: 4 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K25-175919,A723320,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2901401,LOST,Togepi,Cat,Under 1 year<p/>,Female,Domestic Shorthair,Unknown,"Jan 28, 2025",Date Lost,4200 block of  182nd Ave SE,Issaquah,,98027,ISSAQUAH,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2901401,Image Copyright HLP Inc. 2025,"Description: Gray shorthair cat. <p/>Age: Under 1 year<p/>Location Lost: 4266 182nd ave se issaqua , Issaquah WA  98027<p/>Lost Date: 2025-01-28<p/>",
K25-176300,A724090,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2906882,LOST,Robie,Cat,Under 1 year<p/>,Male,Domestic Longhair,Unknown,"Feb 12, 2025",Date Lost,Kensington  Ave & Tacoma St,Kent,,98030,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2906882,Image Copyright HLP Inc. 2025,"Description: Grey Long haired cat, 11 months old, neutered, no chip or collar, tiger striped, with big fuzzy ears and tail, end of tail is black.<p/>Age: Under 1 year<p/>Location Lost: Kensington Ave S. and Tacoma St, Kent WA  98030<p/>Lost Date: 2025-02-12<p/>",
K25-176724,A724841,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2912757,LOST,Luna Or Lily,Dog,Under 1 year<p/>,Female,Maltese,White,"Mar 02, 2025",Date Lost,300 block of  S St SE,Auburn,,98002,AUBURN,47.30568,-122.206719,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2912757,Image Copyright HLP Inc. 2025,"Description: Maltipoo all white, some brown spots pink collar<p/>Age: Under 1 year<p/>Location Lost: 24th ave s, Seattle WA  98168<p/>Lost Date: 2025-03-02<p/>",
K25-176443,A724328,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2908874,In Public Home,,Dog,Unknown<p/>,Male,Australian Cattle Dog,Unknown,"Feb 19, 2025",Date Found,31200 block of  124TH AVE SE,Auburn,,98092,AUBURN,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2908874,Image Copyright HLP Inc. 2025,Description: By a busy road. Male blue heeler. Found on SE 312th st<p/>Age: Unknown<p/>Found Near: 31200 block of  124TH AVE SE<p/>Found Date: 2025-02-19<p/>,
K25-175329,A708686,Regional Animal Services of King County,ADOPTABLE,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,In RASKC Foster Home,Rosie,Dog,3 YEARS 9 MONTHS,Spayed Female,German Shepherd / Mix,Black / Brown,"Jan 03, 2025",Received on,21615 64TH AVE S,KENT,WA,98032,KENT,47.407788,-122.255197,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A708686,Image Copyright HLP Inc. 2025,"Received on: 2025-01-03<p/> Description: Black / Brown Spayed Female German Shepherd / Mix Dog<p/> Age: 3 YEARS 9 MONTHS<p/> Adoption Fee: $50<p/> Current Location: In RASKC Foster Home <p/>Hi! My name is Rosie and I am available for adoption.<p/><p/>I was brought in by a good Samaritan on 05/17/24.<p/><p/>I weigh 60.30lbs and am considered a ""large breed"" dog.<p/><p/>This is a note about me from my foster parent: ""Rosie is a nice girl!  She is a snuggle pup who wants to be with her person.  She's a mostly mellow girl who only needs a moderate amount of daily exercise.  She is friendly with other dogs, although smaller dogs may find her too rambunctious.  She does need a special diet for her allergies, and takes a daily medication.  She hopes to find a family who will buy her some fashionable pajamas and a nice raincoat - Rosie is a fair-weather girl!  She does cry when she's left alone so I don't think she'd be a good candidate for apartment living.""<p/><p/><p/>",
K25-176633,A724676,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A724676,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Corvette,Cat,NO AGE,Male,Domestic Shorthair,Brn Tabby / White,"Feb 26, 2025",Received on,9400 block of  S 248TH ST,KENT,WA,98030,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A724676,Image Copyright HLP Inc. 2025,"Received on: 2025-02-26<p/> Found Near: 9400 block of  S 248TH ST<p/> Description: Brn Tabby / White Male Domestic Shorthair Cat<p/> Age: NO AGE<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K25-176439,A724323,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2908864,LOST,Forrest,Cat,Over 1 year<p/>,Male,Domestic Shorthair,Brown,"Feb 19, 2025",Date Lost,24600 block of  35TH PL S,Kent,,98032,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2908864,Image Copyright HLP Inc. 2025,"Description: Forrest our indoor only striped tabby is missing. He escaped sometime on Tuesday evening when the door was left ajar. He's neutered and chipped, no collar. He's likely hiding because he never goes outside.<p/>Age: Over 1 year<p/>Location Lost: 24610 35th pl s, Kent WA  98032<p/>Lost Date: 2025-02-19<p/>",
K25-176707,A724808,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A724808,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,Dog,1 YEAR,Female,German Shepherd,Black / Tan,"Mar 01, 2025",Received on,7000 block of  396TH DR SE,SNOQUALMIE,WA,98065,SNOQUALMIE,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A724808,Image Copyright HLP Inc. 2025,"Received on: 2025-03-01<p/> Found Near: 7000 block of  396TH DR SE<p/> Description: Black / Tan Female German Shepherd Dog<p/> Age: 1 YEAR<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K25-176468,A724385,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2909207,In Public Home,,Rabbit,Unknown<p/>,Unknown,,Unknown,"Feb 20, 2025",Date Found,DESPISES  MEMORIAL,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2909207,Image Copyright HLP Inc. 2025,"Description: Black and white with tuft of fur on head<p/>Age: Unknown<p/>Found Near: Despises memorial, Milton WA  98354<p/>Found Date: 2025-02-20<p/>",
K25-176522,A724475,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2910003,LOST,Karma,Dog,Unknown<p/>,Female,German Shepherd,Unknown,"Feb 22, 2025",Date Lost,4700 block of  UNIVERSITY WAY NE,Seattle,,98105,SEATTLE,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2910003,Image Copyright HLP Inc. 2025,"Description: very friendly and would have been Found with my other dog vixen <p/>Age: Unknown<p/>Location Lost: 4730 University Way NE, Apt 301, Seattle WA  98105<p/>Lost Date: 2025-02-22<p/>",
K25-176729,A724874,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2913014,LOST,Sasha,Cat,Over 1 year<p/>,Female,Domestic Longhair,Unknown,"Mar 02, 2025",Date Lost,16TH  AVE & DENNY WAY (CAPITOL HILL),,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2913014,Image Copyright HLP Inc. 2025,"<p/>Age: Over 1 year<p/>Location Lost: 16th Ave & Denny Way (Capitol Hill), Seattle WA  98122<p/>Lost Date: 2025-03-02<p/>",
K25-176219,A718694,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A718694,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Penelope,Rabbit Sh,4 MONTHS,Spayed Female,Rabbit Sh,Black,"Feb 11, 2025",Received on,,,,,,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A718694,Image Copyright HLP Inc. 2025,"Received on: 2025-02-11<p/> Description: Black<p/>  Spayed Female Rabbit Sh Rabbit Sh<p/> Age: 4 MONTHS<p/> Adoption Fee: $30.00<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>Hi there! My name is Penelope and I'm a rabbit who is looking for a forever home. <p/><p/>I came in with Gorgie, we are a bonded pair and should be adopted together. <p/><p/>I am looking for someone who can provide me with plenty of love and attention. <p/><p/>When it comes to feeding me, I will need the proper balance of pellets, timothy hay, fresh vegetables and access to a fresh water! <p/><p/>For housing, I will need appropriate room to roam, with separate spaces for a hidey house, litter box, play area and food and water. I am not meant to live in a cage all the time, so be sure you can provide me with time outside my enclosure at least once a day to stretch my legs, explore and exercise. Just be sure to bunny proof the space! Cleaning my cage and grooming are important for me too! <p/><p/>I am adaptable and love to go with the flow! <p/><p/>",
